state,polling_place,premises,address,suburb,postcode,wheelchair_access,match_source,match_type,latitude,longitude
VIC,Footscray East,Angliss Senior Citizens,Vipont St,FOOTSCRAY,3011.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.7965,144.907
VIC,Footscray North,St John's Catholic School,Eleanor St,FOOTSCRAY,3011.0,N,google geocode,GEOMETRIC_CENTER,-37.7939415,144.8852235
VIC,Footscray South,Footscray City Primary School,Hyde Street,FOOTSCRAY,3011.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8063,144.9
VIC,Footscray West,Footscray West Primary School,15 Argyle Street,FOOTSCRAY WEST,3012.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.7948,144.876
VIC,Glengala,Sunshine Heights Primary School,Oldfield St,SUNSHINE WEST,3020.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.7925,144.817
VIC,Kingsville,Kingsville Primary School,58 Bishop Street,YARRAVILLE,3013.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8126,144.874
VIC,Kingsville South,Wembley Primary School,Wembley Avenue,SPOTSWOOD,3015.0,F,google geocode,GEOMETRIC_CENTER,-37.8215121,144.8737138
VIC,Kingsville West,Uniting Church Hall - Footscray West,2 Ormond Road,FOOTSCRAY WEST,3012.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8074,144.872
VIC,Maidstone,Catholic Parish Centre,1 Lyons Street,MAIDSTONE,3012.0,F,google geocode,RANGE_INTERPOLATED,-37.7872374,144.8822688
VIC,Maidstone East,Maribyrnong Secondary College,River St,MAIDSTONE,3012.0,A,google geocode,GEOMETRIC_CENTER,-37.7797334,144.8881296
VIC,Maribyrnong,Maribyrnong Community Centre,Randall Street,MARIBYRNONG,3032.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.7676,144.888
VIC,Newport,Newport Primary School,40 Elizabeth Street,NEWPORT,3015.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8384,144.878
VIC,Newport East,Home Rd Kindergarten,44 Home Rd,NEWPORT,3015.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8412,144.888
VIC,Newport West,Bayside Secondary College - Paisley Campus,41 Blenheim Road,NEWPORT,3015.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8435,144.863
VIC,Seddon,Uniting Church Hall - Yarraville,71 Gamon Street,YARRAVILLE,3013.0,A,google geocode,ROOFTOP,-37.8095686,144.8901131
VIC,Spotswood,St Mark's Hall,620 Melbourne Road,SPOTSWOOD,3015.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8288,144.882
VIC,Spotswood West,South Kingsville Community Centre,43 Paxton St,SPOTSWOOD,3015.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8292,144.87
VIC,Sunshine,Sunshine Primary School,69 Hampshire Rd,SUNSHINE,3020.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.791,144.83100000000002
VIC,Sunshine North,Sunshine North Primary School,65 Suffolk Road,SUNSHINE NORTH,3020.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.7708,144.838
VIC,Sunvale,Sunvale Primary School,20 Neil Street,SUNSHINE,3020.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.7826,144.836
VIC,Tottenham North,Dinjerra Primary School,South Rd,BRAYBROOK,3019.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.7917,144.856
VIC,Western Hospital,Western Hospital - McArthur Room,Gordon St,FOOTSCRAY,3011.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.7928,144.889
VIC,Williamstown,Williamstown Town Hall,104 Ferguson Street,WILLIAMSTOWN,3016.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8586,144.89600000000002
VIC,Williamstown North,St Stephen Uniting Church Hall,179 Melbourne Road,WILLIAMSTOWN,3016.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.856,144.892
VIC,Williamstown South,Williamstown Primary School,105 Cecil Street,WILLIAMSTOWN,3016.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8644,144.901
VIC,Williamstown West,Bayside Secondary College - Williamstown Campus,35 Kororoit Creek Road,WILLIAMSTOWN,3016.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8578,144.886
VIC,Yarraville,Yarraville Community Centre,59 Francis Street,YARRAVILLE,3013.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8174,144.887
VIC,Yarraville Central,Yarraville West Primary School,20 Powell Street,YARRAVILLE,3013.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8146,144.885
VIC,Bairnsdale,Anglican Parish Church Hall,Francis St,BAIRNSDALE,3875.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8272,147.624
VIC,Bairnsdale East,East Bairnsdale Kindergarten,Lucknow St,EAST BAIRNSDALE,3875.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.827,147.655
VIC,Bairnsdale West,"Boucher Hall, Bairnsdale Secondary College",Wallace St,BAIRNSDALE,3875.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8247,147.606
VIC,Bruthen,Bruthen Mechanics Institute,Main St,BRUTHEN,3885.0,F,2013 Polling Places,"Match 03 - state, premises, postcode",-37.7074,147.832
VIC,Dudley,Dudley Centre,239 White Rd,WONTHAGGI,3995.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-38.5901,145.583
VIC,Heyfield,St James Anglican Parish Centre,Temple St,HEYFIELD,3858.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9821,146.786
VIC,Inverloch,Inverloch Community Centre,A'Beckett St,INVERLOCH,3996.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-38.6335,145.72799999999998
VIC,Korumburra,St Pauls Anglican Parish Hall,Bridge St,KORUMBURRA,3950.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-38.4349,145.82299999999998
VIC,Lakes Entrance,Lakes Entrance Youth & Recreation Centre,Carpenter St,LAKES ENTRANCE,3909.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8783,147.991
VIC,Lindenow,Lindenow Kindergarten,Main Rd,LINDENOW,3865.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8001,147.459
VIC,Lucknow,Lucknow Primary School,Omeo Hwy,LUCKNOW,3875.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.81,147.64700000000002
VIC,Maffra,Maffra Uniting Church Hall,Pearson St,MAFFRA,3860.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9654,146.977
VIC,Orbost,St James Anglican Hall,Browning St,ORBOST,3888.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.708,148.457
VIC,Paynesville,"Paynesville Community Hall, Gilsenan Reserve",The Esplanade,PAYNESVILLE,3880.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9197,147.724
VIC,Rosedale,Rosedale Public Hall,Princes Hwy,ROSEDALE,3847.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-38.1516,146.787
VIC,Sale,Sale Memorial Hall Supper Room,Macalister St,SALE,3850.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-38.1095,147.06799999999998
VIC,Sale East,Araluen Primary School,Patten St,SALE,3850.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-38.1096,147.08700000000002
VIC,Sale North,"Sale College, Guthridge Campus",Guthridge Pde,SALE,3850.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-38.0948,147.079
VIC,Stratford,Stratford Mechanics Hall,Hobson St,STRATFORD,3862.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9666,147.077
VIC,Wonthaggi North,Wonthaggi North Primary School,White Rd,WONTHAGGI,3995.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-38.5982,145.59799999999998
VIC,Wurruk,Wurruk Primary School,Fisk St,WURRUK,3851.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-38.1071,147.039
VIC,Yarram,Yarram Guide and Scout Hall,Commercial Rd,YARRAM,3971.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-38.5551,146.678
VIC,Beaumaris,Beaumaris Guide Hall,Martin Street,BEAUMARIS,3193.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9911,145.037
VIC,Beaumaris Central,Sandringham Secondary College - Beaumaris,cnr Balcombe & Reserve Rds,BEAUMARIS,3193.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.978,145.034
VIC,Beaumaris East,Beaumaris East - Mentone Girls Secondary College,cnr Balcombe & Charman Rds,MENTONE,3194.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9803,145.053
VIC,Beaumaris North,Beaumaris North Primary School,McDonald Street,BEAUMARIS,3193.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9744,145.037
VIC,Bentleigh,Our Lady of Sacred Heart College,Jasper Rd,BENTLEIGH,3204.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9253,145.04
VIC,Bentleigh Central,St John's Church Hall,Cnr Centre & Tucker Rds,BENTLEIGH EAST,3165.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9207,145.05100000000002
VIC,Bentleigh West,Bentleigh West Primary School,Brewer Rd,BENTLEIGH,3204.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9205,145.026
VIC,Black Rock,Black Rock Primary School,Arkaringa Cres,BLACK ROCK,3193.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9699,145.02200000000002
VIC,Black Rock South,St Joseph's School,544 Balcombe Rd,BLACK ROCK,3193.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9762,145.02200000000002
VIC,Brighton,Brighton Primary School,Wilson St,BRIGHTON,3186.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9123,145.001
VIC,Brighton Beach,St Leonard's Hall,Wolseley Gr,BRIGHTON,3186.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9261,144.995
VIC,Brighton East,St Mark's Church,721 Hawthorn Rd,BRIGHTON EAST,3187.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9118,145.018
VIC,Brighton High,Brighton Secondary College,Marriage Rd,BRIGHTON EAST,3187.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9201,145.02
VIC,Carnegie,Carnegie Primary School,Truganini Rd & Graceburn Ave,CARNEGIE,3163.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8907,145.055
VIC,Cheltenham,Cheltenham Primary School,Charman Rd,CHELTENHAM,3192.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9689,145.055
VIC,Cheltenham West,Olympic Ave Kindergarten,Olympic Ave,CHELTENHAM,3192.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9619,145.046
VIC,Dendy,Scout Hall 9th Brighton,210 Dendy St,BRIGHTON EAST,3187.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9218,145.015
VIC,Elsternwick South,Elsternwick Primary School,Murphy St,BRIGHTON,3186.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8913,144.998
VIC,Gardenvale,St Stephen's Church Hall,Cnr North Rd & Cochrane St,BRIGHTON,3186.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8986,144.999
VIC,Glenhuntly,Caulfield South Primary School,Bundeera Rd,CAULFIELD SOUTH,3162.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8955,145.031
VIC,Glenhuntly East,Glenhuntly Primary School,Cnr Grange Rd & Garden Ave,GLENHUNTLY,3163.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8935,145.046
VIC,Hampton,Hampton Primary School,528 Hampton St,HAMPTON,3188.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9335,145.003
VIC,Hampton Central,Hampton Uniting Church Hall,Cnr Service & Deakin Sts,HAMPTON,3188.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9396,145.005
VIC,Highett,St Stephens Church,Donald St,HIGHETT,3190.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9463,145.031
VIC,Highett West,Sandringham Secondary College - Highett Campus,Bluff Rd,SANDRINGHAM,3191.0,F,google geocode,GEOMETRIC_CENTER,-37.95437,145.0205718
VIC,Holloway,Scout Hall 5th Sandringham,Holloway Rd,SANDRINGHAM,3191.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9571,145.025
VIC,Landcox,Gardenvale Central Primary School,66 Landcox St,BRIGHTON EAST,3187.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9026,145.015
VIC,Ludstone,Scout Hall 2nd Hampton,Cnr Ludstone & Kingston Sts,HAMPTON,3188.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9338,145.013
VIC,McKinnon,McKinnon Public Hall,McKinnon Rd,MCKINNON,3204.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9109,145.036
VIC,McKinnon East,McKinnon Secondary College,McKinnon Rd,MCKINNON,3204.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9121,145.048
VIC,Middle Brighton,St Andrews Church Hall,Cnr Church & St Andrews Sts,BRIGHTON,3186.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9124,144.993
VIC,Moorabbin,Moorabbin Town Hall,Nepean Hwy,MOORABBIN,3189.0,F,google geocode,GEOMETRIC_CENTER,-37.9391407,145.0391136
VIC,Moorabbin West,Berendale School,Cnr Seafoam/Berend Sts,MOORABBIN,3189.0,N,google geocode,GEOMETRIC_CENTER,-37.9389243,145.032744
VIC,Ormond,Katandra School,2 Walsh St,CARNEGIE,3163.0,A,google geocode,RANGE_INTERPOLATED,-37.9022233,145.0423381
VIC,Ormond West,Ormond Primary School,Cnr Wheatley & Murray Rds,ORMOND,3204.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9069,145.035
VIC,Sandringham,Sandringham Masonic Hall,23 Abbott St,SANDRINGHAM,3191.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9485,145.003
VIC,Sandringham North,Scout Hall 1st Sandringham,Cnr Bamfield St & Grange Rd,SANDRINGHAM,3191.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9472,145.01
VIC,Alamein,Craig Family Centre,7 Samarinda Ave,ASHBURTON,3147.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8656,145.085
VIC,Armadale,Armadale Primary School,Densham Rd,ARMADALE,3143.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8523,145.018
VIC,Ashburton,Ashburton Primary School,Fakenham Road,ASHBURTON,3147.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8623,145.084
VIC,Burwood,Burwood Pre School,48a Alfred Road,BURWOOD,3125.0,A,google geocode,ROOFTOP,-37.8543003,145.0888322
VIC,Burwood West,Melbourne Chinese Christian Church,Maverston Street,GLEN IRIS,3146.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8059,145.035
VIC,Camberwell,Camberwell Primary School,290 Camberwell Road,CAMBERWELL,3124.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8328,145.058
VIC,Camberwell Middle,Camberwell Church of Christ,Aird Street,CAMBERWELL,3124.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8326,145.066
VIC,Camberwell South,Camberwell South Primary School,Peate Ave,GLEN IRIS,3146.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8483,145.062
VIC,Carnegie North,"First Malvern Scout Hall, Cooinda Place",41 Belgrave Road,MALVERN EAST,3145.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8801,145.067
VIC,Carnegie Upper,Neerim Road Uniting Church,252 Neerim Road,CARNEGIE,3163.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.888000000000005,145.054
VIC,Chadstone,Phoenix Park Community Centre,Rob Roy Road,MALVERN EAST,3148.0,A,google geocode,GEOMETRIC_CENTER,-37.8800475,145.0806274
VIC,Darling,Sacre Coeur Roman Catholic Girls School,172 Burke Road,GLEN IRIS,3146.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8617,145.05100000000002
VIC,Fawkner Park,South Yarra Primary School,601 Punt Road,SOUTH YARRA,3141.0,A,2010 Polling Places,"Match 02 - state, premises, postcode",-37.8415,144.986
VIC,Ferndale,"First Camberewell South Scout Hall, Ferndale Park",Glen Iris Road,GLEN IRIS,3146.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8535,145.06799999999998
VIC,Gardiner,Gardiner Church of Christ,1542 Malvern Road,GLEN IRIS,3146.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8544,145.05100000000002
VIC,Glen Iris,Glen Iris Primary School,170 Glen Iris Road,GLEN IRIS,3146.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8605,145.066
VIC,Glen Iris South,Ashburton Church of Christ,16 St Georges Cres,ASHBURTON,3147.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.873000000000005,145.07299999999998
VIC,Hartwell West,Hartwell Uniting Church,Eddy Street,CAMBERWELL,3124.0,A,google geocode,GEOMETRIC_CENTER,-37.8467931,145.0727296
VIC,Hawksburn,Toorak-South Yarra Library,338 Toorak Road,SOUTH YARRA,3141.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8401,144.999
VIC,Hawksburn Central,South Yarra Community Baptist Church,12 Surrey Road,SOUTH YARRA,3141.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8463,144.998
VIC,Hughesdale North,Clapham Road Child Care Centre,25 Clapham Rd,OAKLEIGH,3166.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8963,145.083
VIC,Kooyong Park,Deakin University Toorak Campus,336 Glenferrie Rd,MALVERN,3144.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.849000000000004,145.031
VIC,Malvern,Malvern Central School,Park Street,MALVERN,3144.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8556,145.035
VIC,Malvern Central,Malvern Presbyterian Church,Pine Gr,MALVERN,3144.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8626,145.031
VIC,Malvern East,Lloyd Street School,Lloyd Street,MALVERN EAST,3145.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8721,145.055
VIC,Malvern Lower,Lauriston Girls School,38 Huntingtower Road,ARMADALE,3143.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8532,145.025
VIC,Malvern South,Malvern Primary School,17 Tooronga Road,MALVERN,3144.0,N,google geocode,GEOMETRIC_CENTER,-37.8547255,145.0418523
VIC,Malvern West,Malvern Memorial Kindergarten,15 Orchard Street,ARMADALE,3143.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8572,145.023
VIC,Murrumbeena,Murrumbeena Primary School,Hobart Rd,MURRUMBEENA,3163.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8852,145.07
VIC,Orrong,Our Lady of Lourdes Primary School,7 Wynnstay Street,PRAHRAN EAST,3181.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8524,145.01
VIC,Prahran,Prahran Masonic Hall,St Edmonds Road,PRAHRAN,3181.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.85,144.99200000000002
VIC,Prahran East,Prahran RSL Memorial Hall,301 High Street,PRAHRAN,3181.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8523,144.998
VIC,South Yarra,St Joseph's Church,Fitzgerald Street,SOUTH YARRA,3141.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8437,144.993
VIC,Toorak,Toorak Uniting Church,603 Toorak Road,TOORAK,3142.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8415,145.019
VIC,Toorak Central,Toorak Primary School,Canterbury Road,TOORAK,3142.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.845,145.01
VIC,Toorak West,Glamorgan School,Douglas Street,TOORAK,3142.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8399,145.009
VIC,Windsor,Stonnington Church of Christ,McIlwrick Street,PRAHRAN,3181.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.8561,144.997
VIC,Chandler,Noble Park English Language School,Douglas Street,NOBLE PARK,3174.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9732,145.178
VIC,Cleeland,Cleeland Secondary College,23 Ann St,DANDENONG,3175.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9785,145.213
VIC,Coomoora,Coomoora Secondary College,Coomoora Rd,SPRINGVALE SOUTH,3172.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9827,145.15200000000002
VIC,Coral Park,Coral Park Primary School,Coral Dr,HAMPTON PARK,3976.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-38.0429,145.275
VIC,Dandenong,Dandenong Primary School 1403,Foster Street,DANDENONG,3175.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9876,145.221
VIC,Dandenong South,Dandenong South Primary School,William Ave,DANDENONG,3175.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9989,145.21200000000002
VIC,Doveton,Doveton Heights Primary School,Laurel Avenue,DOVETON,3177.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9904,145.244
VIC,Doveton North,Doveton North Primary School 4921,Liquidamber Street,DOVETON,3177.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9839,145.237
VIC,Doveton West,Doveton Secondary College,Box St,DOVETON,3177.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9963,145.22899999999998
VIC,Endeavour Hills,James Cook Primary School,James Cook Dr,ENDEAVOUR HILLS,3802.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9787,145.246
VIC,Endeavour Hills East,Southern Cross Primary School 5235,David Collins Drive,ENDEAVOUR HILLS,3802.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9885,145.265
VIC,Endeavour Hills North,Chalcot Lodge Primary School 5231,Primrose Hill Close,ENDEAVOUR HILLS,3802.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9696,145.248
VIC,Fountain Gate,Fountain Gate Primary School 5072,Prospect Hill Road,FOUNTAIN GATE,3805.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-38.0092,145.295
VIC,Gleneagles,Mossgiel Park Primary School 5205,Scotsburn Way,ENDEAVOUR HILLS,3802.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9684,145.267
VIC,Hallam,Hallam Primary School,Harmer Road,HALLAM,3803.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-38.0006,145.25799999999998
VIC,Hampton Park,Hampton Park Primary School,Regans Road,HAMPTON PARK,3976.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-38.0306,145.253
VIC,Hampton Park East,Hampton Park Secondary College,Fordholm Road,HAMPTON PARK,3976.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-38.0354,145.259
VIC,Keysborough,Uniting Church Hall Keysborough,Chapel Road,KEYSBOROUGH,3173.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-38.0078,145.16
VIC,Maralinga,Maralinga Primary School,Maralinga Avenue,KEYSBOROUGH,3173.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9867,145.187
VIC,Maramba,Maramba Primary School,Maramba Drive,NARRE WARREN,3805.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-38.0031,145.304
VIC,Narre Warren,Narre Warren Station Primary School,Narre Warren Cranbourne Rd,NARRE WARREN,3805.0,F,2013 Polling Places,"Match 07 - state, polling_place, postcode",-38.0395,145.317
VIC,Noble Park,Noble Park Primary School,Buckley Street,NOBLE PARK,3174.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9708,145.174
VIC,Noble Park South,Chandler Secondary College,Isaac Rd,KEYSBOROUGH,3173.0,F,2016 Polling Places,"Match 08 - state, polling_place, postcode",-37.985,145.18200000000002
VIC,Southvale,Southvale Primary School,Athol Rd,NOBLE PARK,3174.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.973,145.16299999999998
VIC,Wallarano,Wallarano Primary School,Wallarano Drive,NOBLE PARK,3174.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.98,145.171
VIC,Bentleigh East,Bentleigh Secondary College,Vivien St,BENTLEIGH EAST,3165.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9273,145.06
VIC,Carnegie East,St Peter's Hall,371 Neerim Rd,CARNEGIE,3163.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.89,145.063
VIC,Cheltenham East,Cheltenham East Primary School,Silver St,CHELTENHAM,3192.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9652,145.06799999999998
VIC,Cheltenham North,Cheltenham Secondary College,Bernard St,CHELTENHAM,3192.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9539,145.069
VIC,Clarinda,Presbyterian Church Hall Clarinda,Eulinga Rd,CLARINDA,3169.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9279,145.10299999999998
VIC,Clarinda South,Sundowner Ave Neighbourhood House,21 Jacobs Dr,CLARINDA,3169.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.944,145.107
VIC,Clayton South,Clayton South Primary School,539 Clayton Rd,CLAYTON SOUTH,3169.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9405,145.11700000000002
VIC,Clayton West,Clayton West Primary School,Alvina St,OAKLEIGH SOUTH,3167.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9212,145.10399999999998
VIC,Coatesville,Coatesville Primary School,Cnr Mackie Rd & Warwick St,BENTLEIGH EAST,3165.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9212,145.07399999999998
VIC,Dingley Village,Dingley Primary School,Centre Dandenong &Marcus Rds,DINGLEY VILLAGE,3172.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9825,145.131
VIC,Heatherhill,Heatherhill Primary School,959 Heatherton Rd,SPRINGVALE,3171.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9631,145.159
VIC,Heatherton North,Washington Drive Pre-School,Washington Dr,OAKLEIGH SOUTH,3167.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9356,145.082
VIC,Hughesdale,Hughesdale Community Centre,Cnr Kangaroo & Poath n Rds,HUGHESDALE,3166.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.8985,145.076
VIC,Hughesdale South,Uniting Church Hall Coatesville,Cnr Mackie & North Rds,BENTLEIGH EAST,3165.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9087,145.077
VIC,Kingston Heath,Kingston Heath Primary School,25 Farm Rd,CHELTENHAM,3192.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9629,145.079
VIC,Kingswood,Kingswood Primary School,Plaza Cres,DINGLEY VILLAGE,3172.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9838,145.123
VIC,Mentone Park,Mentone Park Primary School,Broome Ave,MENTONE,3194.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-37.9801,145.083
VIC,Moorabbin Heights,Moorabbin Heights Primary School,Bignell Rd,BENTLEIGH EAST,3165.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-37.9345,145.069
